timestamp,comune,provincia,temperatura
2026-08-06T12:24:18.436Z,Camporeale,PA,31.9
2026-08-06T12:24:18.436Z,Capaci,PA,29.2
2026-08-06T12:24:18.436Z,Carini,PA,33.3
2026-08-06T12:24:18.436Z,Castelbuono,PA,30
2026-08-06T12:24:18.436Z,Casteldaccia,PA,30.6
2026-08-06T12:24:18.436Z,Castellana Sicula,PA,32.7
2026-08-06T12:24:18.436Z,Castronovo di Sicilia,PA,27.5
2026-08-06T12:24:18.436Z,Cefalà Diana,PA,29.3
2026-08-06T12:24:18.436Z,Cefalù,PA,27
2026-08-06T12:24:18.436Z,Cerda,PA,30.1
2026-08-06T12:24:18.436Z,Chiusa Sclafani,PA,31.8
2026-08-06T12:24:18.436Z,Ciminna,PA,31.1
2026-08-06T12:24:18.436Z,Cinisi,PA,33.3
